,Sentence,Sentiment
1802,belarus oao lidskoe pivo brewery base grodno region report decrease output million decaliter january march representative administration company tell,0
1811,moment valio worried ban continue long may become quite problem,-1
1827,finnish power supply solution system provider efore oyj say net loss widen mln euro mln first quarter fiscal ending october euro mln period fiscal,0
1847,case effect would negative finland,-1
1848,price delivery volume broadband product decrease significantly,0
1856,hand finnish sawmill production decrease even,1
1860,rise cost force packaging producer huhtamaki axe job hampshire manufacturing plant,-1
1864,vanhanen say strike would extremely damaging participant reporter begin arrive finland one day eu summit russian president vladimir putin lahti kilometer mile north helsinki,-1
1865,border guard service ban mooring company car ship ferry test travel railroad car terminal russian port border checkpoint yet ready,-1
1869,fair value company investment property go eur bn end september eur bn year early,1
1871,konecrane oyj kcr v fh fall percent euros big fall since june,0
1884,company confirm estimate low revenue whole year ago eur give interim report august,-1
1886,seawind en route finnish port turku stockholm got stick ice already around p wednesday regal star journey swedish port kapellskar paldiski northwestern estonia cut short thursday,-1
1887,operate loss amount eur mn compare profit eur mn second quarter,1
1888,finnish scanfil system supplier contract manufacturer communication sector electronic industry report net sale eur mn first quarter per cent small corresponding period,0
1898,however growth margin slow due financial crisis,-1
1909,finnish electronic contract manufacturer scanfil report net sale eur mn second quarter eur mn year early,0
1911,total mn passenger ship journey take place northern baltic sea slightly mn,0
1914,operate loss total eur mn profit eur mn,1
1916,operate loss pulp paper machinery unit eur mn september august compare profit eur mn year early,1
1920,finnair tallinn base subsidiary aero carry passenger decline route helsinki baltic capital within southern finland,0
1921,also construction expense go russia,0
1922,november finnish office furniture maker martela oyj hel maras say today make redundant three people nine lay permanently company office staff factory worker,0
1932,uncommonly weak snow condition nearly every market affect first quarter result chief executive roger talermo say,-1
1939,net cash flow operating activity negative eur mn compare eur mn corresponding period,-1
1945,adp news apr finnish business information system developer solteq oyj hel stq v say today net loss widen eur usd first quarter eur peri,-1
1953,export decline percent million liter,0
1963,tallink silja attribute significant drop problem booking system take operation october sale trailer ferry sky wind route stockholm riga win passenger helsinki stockholm route,1
1987,adpnew jul finland base steel maker rautaruukki oyj ruukki hel rk say today slip net loss eur million usd first half net profit eur,1
1988,issue thief steal build site say mr smith,-1
1992,profit taxis amount eur mn eur mn year ago,1
1996,sale finland decrease international sale decrease term euro term local currency,0
2008,airline estimate cancellation flight due closure european airspace process recommence traffic cause company loss eur include cost strand passenger accommodation,-1
2035,july september konecrane sale decrease eur mn eur mn july september,0
2037,operate profit exclude non recur item total eur mn eur mn,1
2040,furthermore sale new passenger car light commercial vehicle country decline year year last month,0
2050,helsinki thomson financial share close little changed cargotec huhtamaki drop sharply disappointing second quarter report,-1
2057,company confirm estimate low revenue whole year ago eur million usd give interim report august,-1
2070,demand fireplace product low expect especially germany,-1
2073,operate loss total eur mn compare profit eur mn,1
2087,cash flow investment amount eur eur,0
2092,operate loss amount eur mn first half compare profit eur mn first half,1
2098,october finnish environmental management company lassila tikanoja oyj hel lat v l say monday expect operating profit exclude non recur item whole slightly low,1
2100,october finnish environmental management company lassila tikanoja oyj hel lat v l say today net profit decline eur first nine month eur period year early,1
2110,implementation program negative impact earning mr meiklejohn say,-1
2116,operate profit month period decrease eur net sale increase eur compare,1
2120,separate announcement helsinki stock exchange atria reveal company third quarter profit decline eur third quarter last year eur year q,1
